,target,text
1807,ham,Do have a nice day today. I love you so dearly.
1149,ham,Not a drop in the tank
2114,spam,"Sunshine Hols. To claim ur med holiday send a stamped self address envelope to Drinks on Us UK, PO Box 113, Bray, Wicklow, Eire. Quiz Starts Saturday! Unsub Stop"
2177,ham,Oh k :)why you got job then whats up?
4783,ham,Indeed and by the way it was either or - not both !
463,ham,"Sorry, I'll call later ok bye"
2881,ham,Hi Harish's rent has been transfred to ur Acnt.
2692,spam,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm"
4639,ham,Do you hide anythiing or keeping distance from me
594,ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
4458,spam,"Welcome to UK-mobile-date this msg is FREE giving you free calling to 08719839835. Future mgs billed at 150p daily. To cancel send \go stop\"" to 89123"""
450,ham,hanks lotsly!
5524,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
3770,ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much"
5471,ham,Yup
3048,ham,Lol they don't know about my awesome phone. I could click delete right now if I want.
1921,ham,No current and food here. I am alone also
1849,ham,You got job in wipro:)you will get every thing in life in 2 or 3 years.
3944,ham,I will be gentle princess! We will make sweet gentle love...
2304,ham,Friendship poem: Dear O Dear U R Not Near But I Can Hear Dont Get Fear Live With Cheer No More Tear U R Always my Dear. Gud ni8
1174,ham,Yay! You better not have told that to 5 other girls either.
4996,ham,Esplanade lor. Where else...
451,ham,Thanks for this hope you had a good day today
4687,ham,Hmmm.but you should give it on one day..
3692,ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!
3614,ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?
4194,spam,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX"
3119,ham,Good evening! this is roger. How are you?
1263,ham,Ok. No wahala. Just remember that a friend in need ...
5218,ham,I accidentally brought em home in the box
999,ham,"Aight will do, thanks again for comin out"
3282,ham,Hey tmr maybe can meet you at yck
3745,ham,I'm not. She lip synced with shangela.
5219,ham,Pls she needs to dat slowly or she will vomit more.
1476,ham,I'm watching lotr w my sis dis aft. So u wan 2 meet me 4 dinner at nite a not?
192,ham,Hi :)finally i completed the course:)
4880,ham,When/where do I pick you up
5021,ham,Yes its possible but dint try. Pls dont tell to any one k
4715,ham,"Hey. What happened? U switch off ur cell d whole day. This isnt good. Now if u do care, give me a call tomorrow."
1726,ham,"\ALRITE HUNNY!WOT U UP 2 2NITE? DIDNT END UP GOIN DOWN TOWN JUS DA PUB INSTEAD! JUS CHILLIN AT DA MO IN ME BEDROOM!LOVE JEN XXX.\"""""
4706,ham,Wif my family booking tour package.
5195,ham,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.
1338,ham,Aight sorry I take ten years to shower. What's the plan?
4772,ham,Ok then u tell me wat time u coming later lor.
4477,ham,I anything lor.
2441,ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon 
4885,ham,Or just do that 6times
1293,ham,Happy birthday... May all ur dreams come true...
4200,ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
4667,ham,IM REALY SOZ IMAT MY MUMS 2NITE WHAT ABOUT 2MORO 
2018,ham,Ya it came a while ago
2609,ham,"Awesome, text me when you're restocked"
3279,ham,Badrith is only for chennai:)i will surely pick for us:)no competition for him.
3670,ham,Yup. Thk of u oso boring wat.
368,ham,Wat uniform? In where get?
5304,ham,Pls ask macho how much is budget for bb bold 2 is cos i saw a new one for  &lt;#&gt;  dollars.
1151,ham,"Sorry, I'll call later"
4701,ham,Anytime...
2404,ham,Please give it 2  or i will pick it up on Tuesday evening about 8 if that is ok.
2144,spam,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts
3101,ham,Even if he my friend he is a priest call him now
5478,ham,No probably  &lt;#&gt; %.
191,ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
4850,ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
108,ham,I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
5121,ham,"Oops I did have it,  &lt;#&gt; ?"
2925,ham,Im done. Just studyn in library
3346,ham,No problem baby. Is this is a good time to talk? I called and left a message.
1360,ham,Yo dude guess who just got arrested the other day
1769,ham,Ha... Both of us doing e same thing. But i got tv 2 watch. U can thk of where 2 go tonight or u already haf smth in mind...
4856,ham,Thanks  and ! Or bomb and date as my phone wanted to say! 
5421,ham,"Hi elaine, is today's meeting confirmed?"
2457,ham,K.k..how is your sister kids?
2218,ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
3622,ham,"Damn, poor zac doesn't stand a chance"
3333,ham,"That's fine, have him give me a call if he knows what he wants or has any questions"
476,ham,Love you aathi..love u lot..
3694,ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you"
4543,ham,when you and derek done with class?
3896,ham,No. Thank you. You've been wonderful
312,ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
508,ham,What's the significance?
166,spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a å£900 prize GUARANTEED. Call 09061701939. Claim code S89. Valid 12hrs only
3381,ham,"Well, I meant as opposed to my drunken night of before"
4114,ham,Sorry. You never hear unless you book it. One was kinda a joke--thet were really looking for skinny white girls. The other was one line--you can only do so much on camera with that. Something like that they're casting on the look.
5408,ham,... Are you in the pub?
1024,ham,Hasn't that been the pattern recently crap weekends?
1221,ham,Prakesh is there know.
3209,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
1119,spam,"Bored of speed dating? Try SPEEDCHAT, txt SPEEDCHAT to 80155, if you don't like em txt SWAP and get a new chatter! Chat80155 POBox36504W45WQ 150p/msg rcd 16"
3649,ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
5018,ham,Great! How is the office today?
2103,ham,Its a site to simulate the test. It just gives you very tough questions to test your readiness.
2781,ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
5395,ham,Dunno lei shd b driving lor cos i go sch 1 hr oni.
5099,ham,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money."
4617,ham,Nvm... I'm going to wear my sport shoes anyway... I'm going to be late leh.
4978,ham,Spending new years with my brother and his family. Lets plan to meet next week. Are you ready to be spoiled? :)
3589,ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes
1860,ham,"It could work, we'll reach a consensus at the next meeting"
1583,ham,"It's cool, let me know before it kicks off around  &lt;#&gt; , I'll be out and about all day"
3658,ham,Wait.i will come out.. &lt;#&gt;  min:)
152,ham,Ok... Ur typical reply...
2251,ham,hope things went well at 'doctors' ;) reminds me i still need 2go.did u c d little thing i left in the lounge?
3126,ham,Thats cool. i liked your photos. You are very sexy!
5569,ham,"Pity, * was in mood for that. So...any other suggestions?"
2478,ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?
725,ham,Got it! It looks scrumptious... daddy wants to eat you all night long!
1721,ham,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
1503,ham,Ill be there on  &lt;#&gt;  ok.
3070,ham,Apart from the one i told you about yesterday?
3538,ham,What happen dear. Why you silent. I am tensed
2215,ham,Prabha..i'm soryda..realy..frm heart i'm sory
5369,ham,Hi mom we might be back later than  &lt;#&gt; 
2031,ham,"I noe la... U wana pei bf oso rite... K lor, other days den..."
2303,ham,Should I tell my friend not to come round til like  &lt;#&gt; ish?
31,ham,Yeah he got in at 2 and was v apologetic. n had fallen out and she was actin like spoilt child and he got caught up in that. Till 2! But we won't go there! Not doing too badly cheers. You? 
1225,ham,"sir, you will receive the account no another 1hr time. Sorry for the delay."
937,ham,K:)k.are you in college?
3554,spam,From next month get upto 50% More Calls 4 Ur standard network charge 2 activate Call 9061100010 C Wire3.net 1st4Terms PoBox84 M26 3UZ Cost å£1.50 min MobcudB more
752,ham,Dont gimme that lip caveboy
3679,ham,I cant pick the phone right now. Pls send a message
309,ham,Where are the garage keys? They aren't on the bookshelf
4179,ham,"swhrt how u dey,hope ur ok, tot about u 2day.love n miss.take care."
2119,ham,I hope you know I'm still mad at you.
3856,ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?"
3716,ham,I'm gonna rip out my uterus.
2602,ham,So when you gonna get rimac access 
4002,ham,somewhere out there beneath the pale moon light someone think in of u some where out there where dreams come true... goodnite &amp; sweet dreams
495,ham,Got meh... When?
1405,ham,K..k..any special today?
3759,ham,We'll join the  &lt;#&gt;  bus
205,ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
1434,ham,I asked sen to come chennai and search for job.
1135,ham,K do I need a login or anything
3296,spam,Todays Voda numbers ending 5226 are selected to receive a ?350 award. If you hava a match please call 08712300220 quoting claim code 1131 standard rates app 
868,spam,Hello. We need some posh birds and chaps to user trial prods for champneys. Can i put you down? I need your address and dob asap. Ta r
701,ham,"Sorry, I'll call later"
5383,ham,Good day to You too.Pray for me.Remove the teeth as its painful maintaining other stuff.
305,ham,Yup... From what i remb... I think should be can book... 
4219,ham,U free on sat rite? U wan 2 watch infernal affairs wif me n darren n mayb xy?
1192,ham,I was up all night too worrying about this appt. It's a shame we missed a girls night out with quizzes popcorn and you doing my hair.
4396,ham,When did dad get back.
2389,ham,Boo. How's things? I'm back at home and a little bored already :-(
1534,ham,Remember on that day..
1061,ham,I might come to kerala for 2 days.so you can be prepared to take a leave once i finalise .dont plan any travel during my visit.need to finish urgent works.
843,spam,"Urgent! call 09066350750 from your landline. Your complimentary 4* Ibiza Holiday or 10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150 ppm 18+ "
3353,ham,R u sure they'll understand that! Wine * good idea just had a slurp!
2787,ham,"Forgot it takes me 3 years to shower, sorry. Where you at/your phone dead yet?"
1538,ham,Midnight at the earliest
211,ham,Home so we can always chat
1340,ham,Might ax well im there.
1108,ham,No you'll just get a headache trying to figure it out. U can trust me to do the math. I promise. O:-)
4346,spam,U 447801259231 have a secret admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09058094597
679,ham,Missed your call cause I was yelling at scrappy. Miss u. Can't wait for u to come home. I'm so lonely today.
5059,ham,I think i am disturbing her da
3617,ham,Hey check it da. I have listed da.
565,ham,"Ill call u 2mrw at ninish, with my address that icky American freek wont stop callin me 2 bad Jen k eh?"
4466,ham,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,"
1532,ham,Unfortunately i've just found out that we have to pick my sister up from the airport that evening so don't think i'll be going out at all. We should try to go out one of th
